experiment,solver,formula,variables,clauses,runtime,conflicts,decisions,restarts,propagations,entropy,backbone,num_sols,chi_square,cpu_time
exp2,SWDiA5BY,mrpp_4x4#8_8.cnf,1744,10897,0.188971,7384,20867,48.0,297022,0.447123,0.370986,2.072992e+36,0.0,0.19297
exp4,wrapper-luby,mrpp_4x4#8_8.cnf,1744,10897,0.242963,9033,22889,38.0,373508,0.447123,0.370986,2.072992e+36,0.0,0.19297
exp2,COMiniSatPS-3,mrpp_4x4#8_8.cnf,1744,10897,0.086986,2843,25128,25.0,283714,0.447123,0.370986,2.072992e+36,0.0,0.19297
exp1,glucose-NR,mrpp_4x4#8_8.cnf,1744,10897,0.145977,5746,17105,33.0,223136,0.447123,0.370986,2.072992e+36,0.0,0.19297
exp4,wrapper-glucose,mrpp_4x4#8_8.cnf,1744,10897,0.214967,8267,23865,65.0,341856,0.447123,0.370986,2.072992e+36,0.0,0.19297
exp2,COMiniSatPS-4,mrpp_4x4#8_8.cnf,1744,10897,0.164974,4960,35711,50.0,502559,0.447123,0.370986,2.072992e+36,0.0,0.19297
exp5,wrapper-60,mrpp_4x4#8_8.cnf,1744,10897,0.164974,6700,20253,43.0,272090,0.447123,0.370986,2.072992e+36,0.0,0.19297
exp5,wrapper-95,mrpp_4x4#8_8.cnf,1744,10897,0.06399,1943,7767,12.0,79033,0.447123,0.370986,2.072992e+36,0.0,0.19297
exp5,wrapper-85,mrpp_4x4#8_8.cnf,1744,10897,0.201969,8034,24597,70.0,350690,0.447123,0.370986,2.072992e+36,0.0,0.19297
exp2,COMiniSatPS-5,mrpp_4x4#8_8.cnf,1744,10897,0.108983,4773,30096,45.0,481105,0.447123,0.370986,2.072992e+36,0.0,0.19297
exp2,COMiniSatPS-6,mrpp_4x4#8_8.cnf,1744,10897,0.124981,3768,27880,37.0,406621,0.447123,0.370986,2.072992e+36,0.0,0.19297
exp1,glucose,mrpp_4x4#8_8.cnf,1744,10897,0.100984,6351,18631,42.0,248178,0.447123,0.370986,2.072992e+36,0.0,0.19297
exp2,COMiniSatPS-0,mrpp_4x4#8_8.cnf,1744,10897,0.06399,3006,27422,25.0,330612,0.447123,0.370986,2.072992e+36,0.0,0.19297
exp2,COMiniSatPS-1,mrpp_4x4#8_8.cnf,1744,10897,0.098984,3006,27422,25.0,330612,0.447123,0.370986,2.072992e+36,0.0,0.19297
exp3,wrapperClause,mrpp_4x4#8_8.cnf,1744,10897,0.119981,7260,22206,55.0,285944,0.447123,0.370986,2.072992e+36,0.0,0.19297
exp2,lingeling-aqw,mrpp_4x4#8_8.cnf,1744,11025,0.2,1869,16685,,131698,0.447123,0.370986,2.072992e+36,0.0,0.19297
exp2,glucose,mrpp_4x4#8_8.cnf,1744,10897,0.157975,6351,18631,42.0,248178,0.447123,0.370986,2.072992e+36,0.0,0.19297
exp3,wrapperLBD,mrpp_4x4#8_8.cnf,1744,10897,0.217966,8267,23865,65.0,341856,0.447123,0.370986,2.072992e+36,0.0,0.19297
exp2,COMiniSatPS-2,mrpp_4x4#8_8.cnf,1744,10897,0.065989,3006,27422,25.0,330612,0.447123,0.370986,2.072992e+36,0.0,0.19297
exp5,wrapper-base,mrpp_4x4#8_8.cnf,1744,10897,0.167974,6845,20494,49.0,263329,0.447123,0.370986,2.072992e+36,0.0,0.19297
exp2,glucose,mrpp_4x4#6_16.cnf,3328,17780,0.19097,11481,87527,34.0,526085,0.575784,0.226863,1.658384e+96,0.0,0.354946
exp1,glucose,mrpp_4x4#6_16.cnf,3328,17780,0.284956,11481,87527,34.0,526085,0.575784,0.226863,1.658384e+96,0.0,0.354946
exp1,glucose-NR,mrpp_4x4#6_16.cnf,3328,17780,0.156976,8650,70680,22.0,408476,0.575784,0.226863,1.658384e+96,0.0,0.354946
exp4,wrapper-luby,mrpp_4x4#6_16.cnf,3328,17780,0.213967,7324,63832,31.0,365911,0.575784,0.226863,1.658384e+96,0.0,0.354946
exp2,COMiniSatPS-3,mrpp_4x4#6_16.cnf,3328,17780,0.213967,4278,117123,29.0,811657,0.575784,0.226863,1.658384e+96,0.0,0.354946
exp2,COMiniSatPS-6,mrpp_4x4#6_16.cnf,3328,17780,0.299954,8184,164732,82.0,1425746,0.575784,0.226863,1.658384e+96,0.0,0.354946
exp3,wrapperClause,mrpp_4x4#6_16.cnf,3328,17780,0.199969,10298,90610,54.0,531444,0.575784,0.226863,1.658384e+96,0.0,0.354946
exp2,COMiniSatPS-1,mrpp_4x4#6_16.cnf,3328,17780,0.364944,6916,144496,68.0,1204070,0.575784,0.226863,1.658384e+96,0.0,0.354946
exp2,lingeling-aqw,mrpp_4x4#6_16.cnf,3328,17876,1.8,5711,137093,,1235292,0.575784,0.226863,1.658384e+96,0.0,0.354946
exp2,COMiniSatPS-2,mrpp_4x4#6_16.cnf,3328,17780,0.341948,6916,144496,68.0,1204070,0.575784,0.226863,1.658384e+96,0.0,0.354946
exp2,lingeling-ayv,mrpp_4x4#6_16.cnf,3328,17876,1.0,3245,78138,,697911,0.575784,0.226863,1.658384e+96,0.0,0.354946
exp2,COMiniSatPS-4,mrpp_4x4#6_16.cnf,3328,17780,0.140978,3958,107241,28.0,721264,0.575784,0.226863,1.658384e+96,0.0,0.354946
exp5,wrapper-60,mrpp_4x4#6_16.cnf,3328,17780,0.328949,12396,102726,69.0,621976,0.575784,0.226863,1.658384e+96,0.0,0.354946
exp5,wrapper-85,mrpp_4x4#6_16.cnf,3328,17780,0.253961,8550,82793,54.0,492815,0.575784,0.226863,1.658384e+96,0.0,0.354946
exp2,SWDiA5BY,mrpp_4x4#6_16.cnf,3328,17780,0.218966,8082,62249,19.0,366431,0.575784,0.226863,1.658384e+96,0.0,0.354946
exp2,COMiniSatPS-0,mrpp_4x4#6_16.cnf,3328,17780,0.239963,6916,144496,68.0,1204070,0.575784,0.226863,1.658384e+96,0.0,0.354946
exp4,wrapper-glucose,mrpp_4x4#6_16.cnf,3328,17780,0.247962,8075,76945,46.0,427971,0.575784,0.226863,1.658384e+96,0.0,0.354946
exp5,wrapper-95,mrpp_4x4#6_16.cnf,3328,17780,0.118981,5361,53399,25.0,309113,0.575784,0.226863,1.658384e+96,0.0,0.354946
exp3,wrapperLBD,mrpp_4x4#6_16.cnf,3328,17780,0.235964,8075,76945,46.0,427971,0.575784,0.226863,1.658384e+96,0.0,0.354946
exp5,wrapper-base,mrpp_4x4#6_16.cnf,3328,17780,0.291955,9990,88050,50.0,519836,0.575784,0.226863,1.658384e+96,0.0,0.354946
exp2,COMiniSatPS-5,mrpp_4x4#6_16.cnf,3328,17780,0.329949,6277,146666,62.0,1139319,0.575784,0.226863,1.658384e+96,0.0,0.354946
